wave	old_repo_path	old_concept	target_repo	target_root	action	future_repo	status	notes
SPINE.39	../yai-dev/src/runtime/execution/process_replay.c	replay freeze process posture	yai	future_graph_rebuild classify_residue	none	complete	read-only; process replay remains out of scope for journal replay freeze
SPINE.39	../yai-dev/src/runtime/execution/recovery_hint.c	replay freeze recovery diagnostics	yai	covered_by_spine35_39 mine_concept	none	complete	read-only; recovery hints remain diagnostics, not automatic repair
SPINE.39	../yai-dev/src/runtime/execution/error_envelope.c	replay freeze error diagnostics	yai	covered_by_spine35_39 mine_concept	none	complete	read-only; invalid_json and schema_mismatch remain explicit failed/incompatible outcomes
SPINE.39	../yai-dev/src/runtime/audio/replay/*	replay freeze external residue posture	yai	externalize_later classify_residue	none	complete	read-only; audio replay residue is not part of journal-to-LMDB freeze
SPINE.40	../yai-dev/src/substrate/graph/*	graph relation kinds and persistence posture	yai	graph persistence durable typed relations	mine_concept	none	complete	read-only; wave=SPINE.40; concepts inform schema only, no Ladybug/store implementation
SPINE.40	../yai-dev/src/substrate/views/*	view/projection relation posture	yai	Context Compiler renders controlled views	mine_concept	none	complete	read-only; Projection does not disappear and remains controlled view concept
SPINE.40	../yai-dev/src/substrate/records/*	record node materialization posture	yai	record_materializes_node edge schema	mine_concept	none	complete	read-only; record concepts map to graph schema refs without graph write path
SPINE.40	../yai-dev/src/lineage/*	causal path and lineage posture	yai	typed graph relations future causal path	mine_concept	none	complete	read-only; lineage concepts reserved for SPINE.41-SPINE.44 relation/path work
SPINE.40	../yai-dev/src/runtime/observation/*	observation relation posture	yai	observation_checks_effect edge schema	mine_concept	none	complete	read-only; observation relation is schema only in SPINE.40
SPINE.40	../yai-dev/src/runtime/execution/operational_receipt.c	receipt/effect relation posture	yai	receipt_records_effect edge schema	mine_concept	none	complete	read-only; receipt relation informs graph edge schema only
SPINE.41	../yai-dev/src/substrate/graph/*	relation write and edge persistence posture	yai	yai.graph_relation.v1 materialization	mine_concept	none	complete	read-only; typed relation write path implemented over LMDB records, no Ladybug mutation
SPINE.41	../yai-dev/src/substrate/records/*	record to graph mapping posture	yai	record_materializes_node and source_record_id provenance	mine_concept	none	complete	read-only; source records drive graph relations without fake edges
SPINE.41	../yai-dev/src/runtime/execution/operational_receipt.c	receipt/effect relation posture	yai	receipt_records_effect relation write	mine_concept	none	complete	read-only; receipt relation materialized only when receipt refs exist
SPINE.41	../yai-dev/src/runtime/decision/runtime_decision_receipt_boundary.c	decision/attempt relation posture	yai	decision_controls_attempt relation write	mine_concept	none	complete	read-only; decision relation materialized from LMDB record refs
SPINE.41	../yai-dev/src/runtime/observation/runtime_transition_engine.c	transition relation posture	yai	divergence_describes_mismatch future path	mine_concept	none	complete	read-only; transition concepts classify future path diagnostics
SPINE.41	../yai-dev/src/lineage/*	lineage edge posture	yai	source_record_id relation provenance	mine_concept	none	complete	read-only; lineage concepts map to relation provenance only
SPINE.42	../yai-dev/src/substrate/graph/*	in-memory graph-like working set	yai	RuntimeGraph node edge adjacency working set	mine_concept	none	complete	read-only; per-command ephemeral working set only, no resident service
SPINE.42	../yai-dev/src/substrate/views/*	view graph posture	yai	RuntimeGraph future Context Compiler consumer	mine_concept	none	complete	read-only; context compiler remains future
SPINE.42	../yai-dev/src/lineage/*	lineage traversal posture	yai	outgoing incoming adjacency counts	mine_concept	none	complete	read-only; no causal path planner yet
SPINE.42	../yai-dev/src/runtime/observation/*	runtime observation graph posture	yai	active-case working set inspection	mine_concept	none	complete	read-only; observation graph concepts classified only
SPINE.43	../yai-dev/src/substrate/graph/*	runtime graph rebuild posture	yai	RuntimeGraph rebuild report and graph relation source chain	mine_concept	none	complete	read-only; no Ladybug integration and no resident service
SPINE.43	../yai-dev/src/substrate/views/*	view rebuild posture	yai	runtime-summary after rebuild	mine_concept	none	complete	read-only; Context Compiler remains future
SPINE.43	../yai-dev/src/lineage/*	lineage replay posture	yai	rebuild from journal LMDB graph relations	mine_concept	none	complete	read-only; causal path diagnostics reserved for SPINE.44
SPINE.43	../yai-dev/src/runtime/observation/*	observation graph rebuild posture	yai	rebuild warnings and failed journal diagnostics	mine_concept	none	complete	read-only; observation graph concepts classified only
SPINE.43	../yai-dev/src/runtime/execution/process_replay.c	replay chain posture	yai	journal to LMDB to graph relations to RuntimeGraph	mine_concept	none	complete	read-only; no carrier/provider behavior changes
SPINE.44	../yai-dev/src/substrate/graph/*	causal path and reconstruction path posture	yai	RuntimeGraph bounded traversal causal path diagnostics	mine_concept	none	complete	read-only; graph owns relationship/path semantics, no generic query import
SPINE.44	../yai-dev/src/substrate/views/*	view graph diagnostic posture	yai	color-aware graph inspection future view semantics	mine_concept	none	complete	read-only; views consume graph paths later, no Context Compiler implementation
SPINE.44	../yai-dev/src/lineage/*	lineage path and edge projection posture	yai	fan-in fan-out lineage path concepts mapped to RuntimeGraph diagnostics	mine_concept	none	complete	read-only; lineage concepts classified only, no yai-dev mutation
SPINE.44	../yai-dev/src/runtime/observation/*	observation lineage projection posture	yai	diagnostic graph inspection over observed refs	mine_concept	none	complete	read-only; runtime observation informs path diagnostics only
SPINE.44A	../yai-dev/src/runtime/operator/queue_gate.c	operator queue gate posture	yai	pending_operator review request and queue item	mine_concept	none	complete	read-only; queue concepts mapped to control pending, no yai-dev mutation
SPINE.44A	../yai-dev/src/runtime/operator/queue_view.c	operator queue view posture	yai	approve deny defer quarantine command posture	mine_concept	none	complete	read-only; console queue remains future
SPINE.44A	../yai-dev/src/decision/projection/mediation/*	review gate and mediation posture	yai	require_review to operator reviewer authority	mine_concept	none	complete	read-only; mediation concepts classified only
SPINE.44A	../yai-dev/src/decision/basis/qualification/decision/review.c	review surface posture	yai	review request decision listing posture	mine_concept	none	complete	read-only; no full review CLI import
SPINE.44A	../yai-dev/src/runtime/decision/runtime_decision_receipt_boundary.c	review receipt boundary posture	yai	review resolution creates explicit receipt residue	mine_concept	none	complete	read-only; receipt obligation boundary classified
SPINE.44A	../yai-dev/src/runtime/execution/controlled_action.c	controlled action waiting posture	yai	controlled action waits until approval authority resolves	mine_concept	none	complete	read-only; no process/network execution expansion
SPINE.44B	../yai-dev/src/runtime/operator/queue_gate.c	operator queue gate and next command posture	yai	control pending next_commands and pending_operator display	mine_concept	none	complete	read-only; queue gate concepts mapped to CLI rendering only, no yai-dev mutation
SPINE.44B	../yai-dev/src/runtime/operator/queue_view.c	operator queue display and transitions	yai	control show watch wait review interaction surface	mine_concept	none	complete	read-only; queue display concepts inform plain CLI output, no queue store import
SPINE.44B	../yai-dev/src/runtime/operator/shell.c	interactive shell handling posture	yai	control review --interactive TTY boundary	mine_concept	none	complete	read-only; interactive shell concepts narrowed to TTY-scoped CLI prompt
SPINE.44B	../yai-dev/src/runtime/operator/terminal_utils.c	terminal color/plain mode and TTY detection	yai	not_a_tty fallback and parseable plain output	mine_concept	none	complete	read-only; terminal utility concepts inform non-TTY fallback only
SPINE.44B	../yai-dev/src/decision/projection/mediation/decision_review_gate.c	review gate pending state	yai	pending_operator review display	mine_concept	none	complete	read-only; pending_review concept maps to pending_operator CLI state
SPINE.44B	../yai-dev/src/decision/basis/qualification/decision/review.c	review surface commands	yai	control pending show review watch wait commands	mine_concept	none	complete	read-only; review command surface concepts classified without importing old dispatcher
SPINE.44C	../yai-dev/src/runtime/operator/queue_gate.c	operator queue test coverage posture	yai	review matrix blocked pending approve deny defer quarantine	mine_concept	none	complete	read-only; queue gate concepts mapped to smoke matrix only, no yai-dev mutation
SPINE.44C	../yai-dev/src/runtime/operator/queue_view.c	operator queue watch and display posture	yai	bounded watch and pending_operator visibility	mine_concept	none	complete	read-only; queue view concepts classified for CLI/lab alignment
SPINE.44C	../yai-dev/src/runtime/operator/shell.c	terminal review prompt posture	yai	non-TTY interactive handling and prompt surface boundary	mine_concept	none	complete	read-only; shell concepts mapped to non-TTY smoke and docs only
SPINE.44C	../yai-dev/src/runtime/operator/terminal_utils.c	plain terminal detection posture	yai	not_a_tty and parseable plain review output	mine_concept	none	complete	read-only; terminal utility concepts classified only
SPINE.44C	../yai-dev/src/decision/projection/mediation/decision_review_gate.c	review gate pending state	yai	model proposal remains future proposed-op gate import	mine_concept	none	complete	read-only; pending_review concept informs model proposal boundary without import implementation
SPINE.45	../yai-dev/src/substrate/graph/*	graph freeze residue	yai	covered_by_spine40_45	mine_concept	none	complete	read-only; graph relationship/reconstruction concepts frozen as graph relations plus RuntimeGraph diagnostics
SPINE.45	../yai-dev/src/substrate/views/*	view graph residue	yai	future_context_compiler	mine_concept	none	complete	read-only; views remain future consumers, no Context Compiler implementation
SPINE.45	../yai-dev/src/lineage/*	lineage graph residue	yai	future_ladybug_integration	mine_concept	none	complete	read-only; lineage/path material remains future persistence integration beyond freeze
SPINE.45	../yai-dev/src/runtime/observation/*	observation graph residue	yai	future_runtimegraph_resident_service	mine_concept	none	complete	read-only; observation/watch concepts remain outside per-command RuntimeGraph
SPINE.45	../yai-dev/src/substrate/graph/substrate_graph_retrieval_drain.c	graph retrieval residue	yai	future_hnsw_binding	mine_concept	none	complete	read-only; HNSW and retrieval binding remain future
SPINE.45	../yai-dev/src/runtime/operator/queue_gate.c	review graph residue	yai	covered_by_spine40_45	mine_concept	none	complete	read-only; review_request/control_pending relations cover minimal queue graph visibility
SPINE.45	../yai-dev/src/runtime/operator/queue_view.c	review display graph residue	yai	future_review_graph_expansion	mine_concept	none	complete	read-only; richer queue/studio graph expansion deferred
SPINE.46	../yai-dev/src/analytics/features/duckdb-feature-boundary.md	DuckDB-derived feature boundary	yai	fact plane	boundary_reference	none	complete	read-only; DuckDB features inform analytical fact posture but facts are not truth and no extraction imported
SPINE.46	../yai-dev/src/analytics/analytics-plane-map.tsv	analytics feature and signal map	yai	fact plane roadmap	mine_concept	none	complete	read-only; analytics features, signals and consumption classified for future fact extraction waves
SPINE.46	../yai-dev/src/substrate/signals/*	quality signal taxonomy	yai	future quality facts	mine_concept	none	complete	read-only; signals can inform fact_model_behavior, fact_memory_quality and fact_retrieval_quality later without owning decisions
SPINE.46	../yai-dev/src/substrate/memory/*	memory relationship and quality posture	yai	future memory quality facts	mine_concept	none	complete	read-only; memory quality facts remain planned, no memory implementation or extraction in SPINE.46
SPINE.46	../yai-dev/src/models/*	model behavior and isolation residue	yai	future model behavior facts	mine_concept	none	complete	read-only; model behavior facts and provider runtime facts remain schema-only until later extraction/scoring waves
SPINE.47	../yai-dev/src/analytics/features/*	receipt decision projection fact extraction posture	yai	fact_receipt/fact_decision/fact_projection	mine_concept	none	complete	read-only; feature extraction concepts mapped to derived DuckDB facts, records remain LMDB truth
SPINE.47	../yai-dev/src/runtime/observation/*	runtime observation and case-view residue	yai	fact_projection/fact_receipt	mine_concept	none	complete	read-only; observation freshness and receipt posture classified for conservative projection/receipt facts only
SPINE.47	../yai-dev/src/substrate/signals/*	signal extraction and quality posture	yai	future_quality_facts	mine_concept	none	complete	read-only; signal extraction remains future, SPINE.47 only extracts receipt/decision/projection facts
SPINE.47	../yai-dev/src/models/*	model/projection participation residue	yai	future_model_behavior_facts	mine_concept	none	complete	read-only; model behavior facts deferred to SPINE.48, projection facts stay record-derived only
SPINE.48	../yai-dev/src/analytics/*	model behavior and policy outcome analytics	yai	fact_model_behavior/fact_policy_outcome	mine_concept	none	complete	read-only; analytics posture classified for derived behavior facts, facts are not truth
SPINE.48	../yai-dev/src/analytics/features/*	behavior feature extraction posture	yai	authority_overclaim/unsupported_claim/review_required	mine_concept	none	complete	read-only; stable marker extraction only, No LLM-based classification
SPINE.48	../yai-dev/src/runtime/observation/*	model and policy observation residue	yai	model_behavior_policy_outcome_facts	mine_concept	none	complete	read-only; observation residue informs analytical posture without changing runtime behavior
SPINE.48	../yai-dev/src/substrate/signals/*	policy compliance and overclaim signals	yai	future_signal_quality_facts	mine_concept	none	complete	read-only; signals remain future quality facts after SPINE.48 behavior extraction
SPINE.48	../yai-dev/src/models/*	model behavior signals	yai	fact_model_behavior	mine_concept	none	complete	read-only; model proposal is not execution, model cannot approve, automatic proposed-op gate import is future work
SPINE.48	../yai-dev/src/decision/projection/mediation/*	review-required proposal posture	yai	fact_policy_outcome	mine_concept	none	complete	read-only; review/control posture maps to policy outcome facts without policy authority changes
SPINE.48	../yai-dev/src/case/policy/*	policy outcome residue	yai	fact_policy_outcome	mine_concept	none	complete	read-only; policy outcome facts measure posture only and do not authorize decisions
SPINE.49	../yai-dev/src/analytics/*	carrier divergence memory analytics	yai	fact_carrier_outcome/fact_divergence/fact_memory_quality	mine_concept	none	complete	read-only; carrier outcome facts, divergence facts and memory quality facts are analytical only, facts are not truth
SPINE.49	../yai-dev/src/analytics/features/*	operational feature extraction posture	yai	carrier_outcome/divergence/memory_candidate	mine_concept	none	complete	read-only; stable marker extraction only, no scoring or report generation beyond facts summary
SPINE.49	../yai-dev/src/runtime/observation/*	runtime observation facts	yai	fact_carrier_outcome/fact_divergence	mine_concept	none	complete	read-only; observation residue informs carrier posture and divergence posture without carrier behavior change
SPINE.49	../yai-dev/src/substrate/signals/*	reconcile signals	yai	future_reconcile_quality_facts	mine_concept	none	complete	read-only; signal taxonomy remains future quality material, no reconcile action generated
SPINE.49	../yai-dev/src/substrate/memory/*	memory basis and quality posture	yai	fact_memory_quality	mine_concept	none	complete	read-only; memory facts are not memory, no memory consolidation
SPINE.49	../yai-dev/src/runtime/execution/*	carrier outcome facts and receipt posture	yai	fact_carrier_outcome	mine_concept	none	complete	read-only; fact_carrier_outcome != carrier receipt and no carrier behavior change
SPINE.49	../yai-dev/src/decision/conflict/*	divergence facts and reconcile posture	yai	fact_divergence	mine_concept	none	complete	read-only; divergence facts are not reconcile action and no graph patching
SPINE.50	../yai-dev/src/analytics/*	fact reports and analytics inspection	yai	facts_report	mine_concept	none	complete	read-only; inspection reports and analytics summaries classified as explanatory views, not truth or audit packets
SPINE.50	../yai-dev/src/analytics/features/*	DuckDB and graph feature summaries	yai	facts_report_sections	mine_concept	none	complete	read-only; compact CLI sections map to count/group-by views over existing facts only, no new extraction
SPINE.50	../yai-dev/src/runtime/observation/*	runtime observation summaries	yai	carrier_outcome_summary	mine_concept	none	complete	read-only; observation report concepts inform carrier/divergence sections without runtime enforcement
SPINE.50	../yai-dev/src/substrate/signals/*	signal reports and quality posture	yai	model_memory_carrier_reports	mine_concept	none	complete	read-only; missingness/contradiction report concepts classified for future signals, SPINE.50 only reports existing DuckDB facts
